,order_id,Tip
501,980285,F
502,2208324,F
503,90628,F
504,3070078,T
505,303762,F
506,1515554,F
507,2227916,F
508,2038177,F
509,556139,F
510,670090,F
511,2513420,T
512,2558109,F
513,1553088,F
514,1181590,F
515,3347074,F
516,1089130,F
517,3056331,F
518,1941111,F
519,975061,F
520,2445,T
521,1786829,T
522,2626310,F
523,917873,F
524,3067908,F
525,2331570,F
526,2943041,T
527,985778,F
528,683623,F
529,2934974,F
530,2054288,T
531,874570,T
532,1504504,T
533,2391548,F
534,2932543,F
535,2802645,T
536,1537934,T
537,129013,F
538,2436377,T
539,1241668,T
540,1114234,F
541,92317,T
542,3415312,F
543,265281,F
544,2322058,F
545,83856,F
546,1652829,T
547,2232869,F
548,20460,T
549,692135,F
550,592557,T
551,2648197,F
552,1963578,F
553,3373111,T
554,1526056,F
555,2144171,T
556,1088647,T
557,1534424,T
558,2376580,T
559,718132,F
560,2716795,T
561,26968,F
562,1604634,F
563,1666193,F
564,1305670,F
565,556180,F
566,2689040,F
567,509989,F
568,2689584,F
569,3353496,F
570,846979,F
571,3271309,F
572,1393688,F
573,3036648,F
574,631808,F
575,1880459,T
576,1196150,T
577,1750098,F
578,1729675,F
579,968909,T
580,979263,T
581,374322,F
582,2742119,F
583,309741,F
584,1806432,F
585,3330301,F
586,2444452,T
587,1498776,T
588,757211,F
589,1148045,F
590,15213,F
591,2435106,T
592,1058952,T
593,914910,F
594,700471,T
595,1261929,F
596,178268,T
597,1988586,F
598,1832849,F
599,3202163,F
600,2107544,F
601,1148938,T
602,3108576,F
603,2180302,F
604,2314737,T
605,1876414,F
606,127522,T
607,1739018,F
608,3277128,T
609,951151,F
610,2136949,F
611,3339284,F
612,809820,F
613,1182819,F
614,3419642,F
615,1100805,F
616,967656,F
617,2638832,F
618,3138460,T
619,1888855,F
620,244128,F
621,1288850,T
622,1080892,F
623,2109659,F
624,2073686,T
625,3202493,F
626,1441412,F
627,1826689,F
628,2188922,F
629,2555679,F
630,1759116,F
631,547273,F
632,96292,F
633,3215722,F
634,2753827,T
635,411854,F
636,395208,T
637,122224,F
638,910179,T
639,3289231,F
640,637980,T
641,1982039,F
642,903956,F
643,1056108,T
644,1392921,T
645,252897,F
646,355501,F
647,2055364,F
648,3382300,F
649,1940438,T
650,1389513,T
651,1585569,F
652,1504831,F
653,2987108,F
654,2613422,F
655,1985010,F
656,1226914,T
657,2614856,F
658,221711,F
659,1572263,T
660,827834,F
661,2143665,T
662,668770,T
663,2643636,F
664,1868918,F
665,838618,F
666,1639708,F
667,1129605,F
668,3147418,F
669,2042218,T
670,406446,T
671,11052,F
672,2573243,F
673,1453822,T
674,2020589,F
675,1727267,T
676,1323382,F
677,2216237,F
678,1646879,F
679,443227,T
680,2446265,F
681,3161232,F
682,2330932,T
683,2799858,F
684,1860271,T
685,2406692,T
686,3161966,F
687,2071098,F
688,295980,F
689,1758679,F
690,1510345,T
691,300459,F
692,1430544,F
693,2109825,F
694,1920482,T
695,276012,T
696,1438109,T
697,1268099,F
698,3039780,T
699,393494,F
700,595633,F
701,2717227,F
702,1922310,T
703,2407138,F
704,2341197,F
705,604625,F
706,1542868,F
707,1111743,T
708,526858,T
709,51155,F
710,1594212,F
711,1598697,F
712,327915,T
713,2065685,T
714,387140,F
715,3135267,F
716,2597353,F
717,364097,F
718,1461756,T
719,437041,T
720,1237525,F
721,356584,T
722,2999631,F
723,1527770,F
724,1081030,T
725,1650233,F
726,3409264,T
727,564594,F
728,2034086,F
729,1663465,T
730,2916351,F
731,1678834,F
732,659066,F
733,1058980,F
734,3367947,F
735,2560858,F
736,541039,T
737,249702,T
738,1186686,F
739,1263386,F
740,599773,F
741,304668,F
742,3392152,T
743,2237430,F
744,1725556,F
745,1476764,F
746,153579,T
747,401928,F
748,1489846,F
749,796337,F
750,1570737,T
751,169422,F
752,536324,F
753,1787902,F
754,3251213,T
755,530588,T
756,2479253,F
757,2085716,T
758,1123114,F
759,5743,F
760,2961500,T
761,1843281,F
762,998784,T
763,1289473,T
764,1463798,F
765,472417,F
766,723753,T
767,580476,T
768,2597017,F
769,3025307,T
770,1775170,F
771,3130381,F
772,856361,F
773,1345715,T
774,2085640,F
775,1488101,F
776,3335299,F
777,1410397,F
778,74399,F
779,676514,F
780,2140818,T
781,2879697,F
782,1503135,T
783,2584515,F
784,3250346,F
785,1997605,F
786,2652449,F
787,2644015,F
788,3094816,F
789,164257,T
790,1819621,F
791,2561233,F
792,2375630,F
793,589930,F
794,1896032,F
795,729073,T
796,692507,F
797,2705713,F
798,3184936,F
799,471256,T
800,2823840,F
801,3145497,T
802,874923,F
803,201235,F
804,3080461,F
805,647535,F
806,1098556,F
807,2216089,F
808,658472,F
809,3261274,F
810,3171516,F
811,935344,F
812,20440,F
813,1644890,F
814,2241245,F
815,1175646,F
816,2780794,F
817,27339,T
818,1142716,F
819,1704859,T
820,46340,F
821,2551907,T
822,796037,T
823,1759648,F
824,2856374,F
825,245330,F
826,1763204,T
827,3103652,F
828,1630533,T
829,1962716,F
830,1852170,F
831,2416865,F
832,2747933,F
833,396304,F
834,3077618,T
835,510280,T
836,2346976,F
837,2339119,F
838,336364,F
839,1034882,F
840,566254,F
841,545704,F
842,263184,F
843,332326,F
844,958796,F
845,1269882,F
846,1668533,F
847,2799734,F
848,1855656,F
849,1448561,F
850,648241,F
851,1779225,F
852,722928,F
853,1008360,F
854,1664214,F
855,807060,F
856,3229441,F
857,1702096,T
858,463215,F
859,1304565,F
860,1344515,F
861,2125379,F
862,917153,F
863,596220,T
864,3067161,T
865,2871086,T
866,2896211,F
867,953496,F
868,829949,F
869,273406,T
870,434628,F
871,2235878,T
872,1702162,F
873,215214,F
874,846363,F
875,3164697,F
876,2973176,F
877,851913,F
878,179410,F
879,1728699,F
880,1652731,F
881,2334973,F
882,2034042,T
883,1471800,T
884,193067,F
885,2334410,F
886,1213223,F
887,832177,F
888,1028182,F
889,1243920,F
890,1673616,F
891,2674688,F
892,3154969,T
893,2873160,F
894,633569,T
895,398048,T
896,2770748,F
897,1432666,F
898,2277161,F
899,3288985,F
900,302601,F
901,1080176,F
902,2074271,T
903,2523174,F
904,1377327,T
905,2886510,F
906,165289,F
907,2609167,T
908,265283,F
909,1246060,F
910,2155203,F
911,1927184,F
912,3031079,F
913,559488,F
914,3173206,F
915,3183558,F
916,3388271,F
917,1619324,T
918,875364,F
919,2244136,F
920,2912252,T
921,1308481,F
922,1506022,F
923,158280,T
924,3299516,F
925,447970,T
926,3069390,F
927,3343542,F
928,1742121,F
929,633520,T
930,605667,F
931,2727200,F
932,2431218,F
933,304803,T
934,484688,T
935,3369593,T
936,481964,F
937,1801417,F
938,1549331,T
939,108525,F
940,1015670,T
941,1677999,F
942,3202796,F
943,269244,F
944,1090155,F
945,2395478,T
946,2225736,T
947,326537,F
948,1251668,T
949,1300165,F
950,2425574,F
951,764206,T
952,3108123,F
953,615528,F
954,1634309,T
955,396595,F
956,1335062,T
957,482685,F
958,1995260,F
959,1144293,F
960,1847349,F
961,1836327,F
962,2493959,F
963,1558696,T
964,2561906,F
965,1651505,F
966,143169,F
967,1484526,F
968,460882,T
969,1389833,F
970,151581,T
971,1937526,T
972,220180,F
973,3418665,F
974,3047386,F
975,2306059,F
976,1115143,F
977,623937,F
978,537303,T
979,1339827,T
980,2604897,F
981,2380094,F
982,461114,T
983,6695,T
984,2690545,F
985,779069,F
986,1798022,F
987,3280882,F
988,2669429,T
989,2005577,T
990,2053270,F
991,1973682,F
992,2202416,T
993,540476,F
994,1708449,T
995,562359,F
996,497663,F
997,317537,T
998,2305382,F
999,1829993,T
1000,186342,F
1001,1758197,F
1002,277582,T
1003,1170421,F
1004,3188385,F
1005,512447,T
1006,2016183,T
1007,1954768,F
1008,348734,F
1009,1357424,F
1010,268712,T
1011,1246879,F
1012,774145,F
1013,886214,T
1014,3401644,F
1015,1460376,T
1016,3288870,F
1017,1783688,T
1018,1932859,F
1019,2864672,F
1020,2491974,F
1021,248747,T
1022,1202825,F
1023,629718,F
1024,289472,F
1025,2538136,F
1026,1125090,F
1027,3297423,F
1028,376933,T
1029,431854,F
1030,1500774,F
1031,3050274,F
1032,1639235,F
1033,2416904,F
1034,552695,F
1035,2789450,T
1036,1368225,F
1037,3383671,T
1038,3341496,F
1039,3009052,F
1040,3313010,T
1041,2254592,F
1042,1409183,F
1043,608020,F
1044,1935242,F
1045,1564186,T
1046,2065616,T
1047,3237574,T
1048,2307480,T
1049,1223773,T
1050,1082244,T
1051,3274492,T
1052,1631034,T
1053,2903282,T
1054,1517647,F
1055,2163264,F
1056,500855,F
1057,425334,F
1058,1174747,F
1059,76113,F
1060,1299233,F
1061,822491,F
1062,902420,F
1063,960700,F
1064,1803298,F
1065,2052098,F
1066,1957415,F
1067,1580605,T
1068,2990557,T
1069,2721390,F
1070,3194255,F
1071,2107602,F
1072,1436838,F
1073,1553910,F
1074,2866488,T
1075,3330371,F
1076,14970,F
1077,2834777,F
1078,1298513,T
1079,2760304,F
1080,1553004,F
1081,416516,F
1082,1898012,F
1083,101843,T
1084,2014326,T
1085,1867462,F
1086,1881604,T
1087,2400137,T
1088,2728888,F
1089,2679501,F
1090,1773032,F
1091,1027034,F
1092,163679,F
1093,1917563,F
1094,2640820,F
1095,2449317,T
1096,57889,F
1097,2453652,F
1098,894711,T
1099,1820848,F
1100,3336718,F
1101,3218537,F
1102,3289681,F
1103,317803,F
1104,972022,F
1105,490186,F
1106,1956311,F
1107,910121,T
1108,1999292,T
1109,2359414,F
1110,2684567,F
1111,3162003,T
1112,2312102,F
1113,2461141,T
1114,44208,F
1115,1970519,F
1116,962113,F
1117,799957,F
1118,1687224,F
1119,766690,T
1120,3276317,F
1121,2159341,F
1122,3335689,T
1123,30739,F
1124,1936522,F
1125,2690667,F
1126,1227928,T
1127,773433,T
1128,2750066,F
1129,605135,F
1130,3310456,F
1131,1665205,T
1132,449406,F
1133,583743,F
1134,3327885,F
1135,3303655,F
1136,3390062,F
1137,2777518,F
1138,1357889,T
1139,1271363,F
1140,1609350,F
1141,2733497,F
1142,953344,F
1143,1017184,F
1144,407451,F
1145,2010460,F
1146,2337257,T
1147,3090568,F
1148,1959430,T
1149,2125427,F
1150,1507357,F
1151,1533428,F
1152,1728833,T
1153,2827845,F
1154,2994726,T
1155,3128387,F
1156,1682034,F
1157,992168,F
1158,1014048,F
1159,1097996,T
1160,2362492,T
1161,2439174,T
1162,112732,F
1163,791162,F
1164,3217286,F
1165,3007225,T
1166,2545099,F
1167,2600873,F
1168,3261927,F
1169,1825343,F
1170,1956619,F
1171,533174,F
1172,961949,F
1173,1632990,F
1174,2077487,T
1175,1860290,F
1176,354702,F
1177,1351660,F
1178,942703,F
1179,3351504,F
1180,1873298,F
1181,2519194,F
1182,2853765,F
1183,2324814,F
1184,2486302,T
1185,1380158,F
1186,524333,F
1187,1766941,F
1188,628652,F
1189,3002092,T
1190,119472,F
1191,1701505,F
1192,2987778,F
1193,2823496,F
1194,3085479,T
1195,2996947,F
1196,178541,F
1197,1564802,F
1198,3059205,F
1199,1228928,F
1200,374806,F
1201,2586713,F
1202,1714656,F
1203,3118633,F
1204,2939441,F
1205,3009617,F
1206,1926246,F
1207,1979738,T
1208,1086428,F
1209,2490147,T
1210,332488,T
1211,2821394,F
1212,1349393,T
1213,1234443,F
1214,1635300,F
1215,3118486,F
1216,893162,T
1217,2895482,F
1218,1332864,T
1219,3315142,F
1220,112127,F
1221,656730,F
1222,846154,F
1223,2304978,F
1224,1279598,F
1225,2761238,T
1226,1838937,F
1227,362112,T
1228,1633498,F
1229,1398086,F
1230,3321673,T
1231,2713448,F
1232,1365633,F
1233,1911114,F
1234,2106319,T
1235,1773153,F
1236,183932,F
1237,1163865,F
1238,1929617,F
1239,3102893,F
1240,352729,F
1241,569211,F
1242,2813662,T
1243,3225584,F
1244,1100193,F
1245,3391428,F
1246,1231583,F
1247,103086,T
1248,3379094,F
1249,1696468,F
1250,2102995,T
1251,2845361,T
1252,329201,T
1253,1440983,T
1254,1250869,T
1255,2992254,T
1256,1998752,F
1257,221742,T
1258,2545948,F
1259,3236785,F
1260,1625859,F
1261,1763237,F
1262,2947672,F
1263,622151,F
1264,176355,F
1265,2227217,F
1266,1435886,F
1267,1249350,T
1268,1989979,F
1269,2302409,F
1270,126793,T
1271,753627,F
1272,344272,T
1273,3381233,F
1274,1502181,F
1275,2713679,F
1276,987813,F
1277,374531,T
1278,2466422,F
1279,1336754,F
1280,2619232,F
1281,718466,F
1282,3137173,F
1283,723482,F
1284,2997751,T
1285,604361,T
1286,2292656,F
1287,2457721,F
1288,1067531,T
1289,2982145,F
1290,2658681,T
1291,3085631,F
1292,306044,F
1293,1315069,F
1294,702416,F
1295,1036878,T
1296,2559116,F
1297,648020,F
1298,750590,F
1299,3395721,F
1300,612119,F
1301,846709,T
1302,2650635,T
1303,1084554,F
1304,1628567,F
1305,2178845,F
1306,1201550,T
1307,1228789,T
1308,3249228,F
1309,2170242,F
1310,1630821,F
1311,2009712,F
1312,2094515,F
1313,901415,T
1314,2635262,F
1315,2543917,F
1316,129926,F
1317,2511585,F
1318,1317906,F
1319,28696,T
1320,997480,T
1321,2651623,F
1322,278713,F
1323,2560829,F
1324,1415956,F
1325,1312596,T
1326,1086677,F
1327,2354169,F
1328,1254380,F
1329,2148784,F
1330,1720548,F
1331,140931,F
1332,3230232,F
1333,3023704,T
1334,1907607,T
1335,455035,T
1336,659909,F
1337,1769739,F
1338,3416966,F
1339,3331469,F
1340,1188813,T
1341,3107093,F
1342,501582,F
1343,3178892,F
1344,512343,F
1345,335044,F
1346,2218299,T
1347,300162,T
1348,134419,T
1349,2058713,T
1350,2799312,F
1351,2990314,F
1352,164788,T
1353,872361,F
1354,374606,T
1355,2868479,F
1356,428639,F
1357,3398449,F
1358,1306035,F
1359,2474551,F
1360,1871305,F
1361,2780038,T
1362,812023,F
1363,1915214,F
1364,1684359,F
1365,776848,T
1366,704344,F
1367,1169273,F
1368,1866082,F
1369,354180,F
1370,3001884,F
1371,2450313,F
1372,2250142,F
1373,2046274,F
1374,1008627,T
1375,1211369,F
1376,1165567,F
1377,4711,F
1378,1376142,F
1379,1289521,F
1380,2440998,F
1381,378564,F
1382,1629837,F
1383,2106068,F
1384,214187,F
1385,1554602,F
1386,1124637,F
1387,179504,F
1388,3278797,T
1389,3250752,F
1390,911951,T
1391,145985,F
1392,1177246,F
1393,1453091,F
1394,2460232,F
1395,3266010,F
1396,1242065,F
1397,646752,F
1398,1490598,F
1399,469780,T
1400,430749,T
1401,2065398,T
1402,1529138,F
1403,1261129,F
1404,2982167,F
1405,3051847,F
1406,2130592,T
1407,865712,F
1408,2102178,F
1409,760946,F
1410,819088,F
1411,2018860,F
1412,359518,F
1413,1732029,T
1414,901171,F
1415,2766487,T
1416,783074,T
1417,1003694,T
1418,1976922,F
1419,1836043,T
1420,1065495,F
1421,767323,T
1422,2734758,T
1423,1643858,F
1424,3231905,F
1425,1506044,F
1426,2534643,F
1427,2195465,T
1428,2701869,F
1429,303706,F
1430,1523961,F
1431,1347705,F
1432,852435,F
1433,1015146,F
1434,950032,F
1435,1106171,F
1436,3260987,F
1437,2117424,T
1438,1598521,F
1439,562888,F
1440,2783268,F
1441,232180,T
1442,2272909,F
1443,795152,F
1444,89254,F
1445,3264599,T
1446,779762,F
1447,3288371,F
1448,322872,F
1449,3287488,F
1450,1735168,F
1451,2688152,F
1452,2987256,F
1453,452984,F
1454,2164759,T
1455,2377021,F
1456,2053641,F
1457,3208416,F
1458,1888026,T
1459,1012214,F
1460,419128,T
1461,3356697,F
1462,1568848,F
1463,713987,T
1464,1501646,F
1465,1162526,F
1466,2484522,F
1467,1035438,F
1468,1021481,F
1469,348271,F
1470,929363,F
1471,1102552,F
1472,3334867,T
1473,1089396,F
1474,374748,F
1475,2877213,F
1476,1459930,F
1477,20018,T
1478,995001,F
1479,2861125,F
1480,2001237,F
1481,2614615,F
1482,1251956,F
1483,280037,F
1484,3411016,T
1485,3398797,F
1486,223255,F
1487,1809571,F
1488,3343119,T
1489,2373057,F
1490,340476,F
1491,2260878,F
1492,2228537,F
1493,3183098,F
1494,1091539,F
1495,2016450,F
1496,591499,F
1497,3277161,F
1498,572329,T
1499,952329,F
1500,1052691,F
1501,1678449,T
1502,2138164,T
1503,1822170,F
1504,2313176,F
1505,1758870,T
1506,2748224,F
1507,504629,F
1508,2660314,F
1509,1441408,F
1510,928669,F
1511,1991464,F
1512,1294149,F
1513,2177490,F
1514,371193,F
1515,2261233,T
1516,26611,F
1517,1989622,T
1518,3229042,T
1519,2335253,T
1520,1368523,F
1521,2805064,F
1522,2743972,T
1523,737719,T
1524,457786,F
1525,689584,T
1526,2895690,T
1527,539369,F
1528,543688,F
1529,497814,F
1530,512334,F
1531,1031481,F
1532,2484792,F
1533,772327,F
1534,1496873,F
1535,2024568,F
1536,2865637,T
1537,2398746,F
1538,456185,T
1539,451711,T
1540,1893317,F
1541,2703002,F
1542,1594674,T
1543,3017315,F
1544,1041511,F
1545,1947936,T
1546,3372129,T
1547,930324,T
1548,2394426,T
1549,1220152,T
1550,319031,F
1551,2950266,F
1552,2774867,T
1553,2681078,F
1554,147369,F
1555,1169294,F
1556,2272387,F
1557,1852279,T
1558,2395034,F
1559,2361096,F
1560,1057242,F
1561,1455404,F
1562,3130140,T
1563,3126308,T
1564,496950,T
1565,402738,F
1566,1086862,F
1567,1917261,F
1568,1966022,F
1569,1496080,T
1570,3143337,F
1571,2406823,T
1572,1890,F
1573,817343,F
1574,1209644,T
1575,1710271,F
1576,1745540,F
1577,2569180,F
1578,174976,F
1579,677693,F
1580,3363061,F
1581,1877053,T
1582,797735,F
1583,412840,F
1584,3168922,F
1585,2684178,F
1586,403604,F
1587,1074427,F
1588,987020,F
1589,1769075,F
1590,645412,F
1591,174063,F
1592,428001,F
1593,1056049,T
1594,825795,F
1595,1898428,F
1596,718184,F
1597,1507931,T
1598,2806411,F
1599,2614759,F
1600,82156,F
1601,336488,T
1602,54804,T
1603,231289,F
1604,1213787,F
1605,2677905,T
1606,288186,F
1607,3339983,T
1608,510999,F
1609,1706615,F
1610,2191599,F
1611,1117355,F
1612,1793342,F
1613,1676348,F
1614,2244854,T
1615,2477115,T
1616,918299,F
1617,1694924,T
1618,1955031,F
1619,739040,T
1620,3374364,F
1621,2217998,F
1622,2247613,T
1623,353756,T
1624,395469,F
1625,448754,T
1626,344077,F
1627,1450823,F
1628,3049683,F
1629,883056,F
1630,2155181,T
1631,2263190,T
1632,1914195,T
1633,1104396,F
1634,1642566,T
1635,785888,F
1636,1841480,T
1637,147343,T
1638,1961975,T
1639,3049964,F
1640,273586,T
1641,2719167,F
1642,3013604,F
1643,1457207,T
1644,1110216,F
1645,2110273,F
1646,3267554,F
1647,1617211,T
1648,1162820,F
1649,3231239,F
1650,2194307,F
1651,3408416,T
1652,1166716,F
1653,1737226,F
1654,2453693,F
1655,1793951,F
1656,2061663,F
1657,3113274,F
1658,1531177,F
1659,287119,F
1660,264061,T
1661,582419,F
1662,132246,T
1663,1078036,F
1664,227731,F
1665,1230287,T
1666,3150863,F
1667,919214,F
1668,328325,F
1669,577283,F
1670,1819437,F
1671,1059750,F
1672,2348544,F
1673,73861,F
1674,3379515,T
1675,1951006,T
1676,1173240,T
1677,563468,F
1678,2459256,F
1679,3369062,T
1680,343151,F
1681,1766053,F
1682,1349408,F
1683,1447765,T
1684,1353684,F
1685,305312,F
1686,166425,F
1687,1649031,T
1688,214557,F
1689,1450918,F
1690,2308311,F
1691,202403,F
1692,2341720,F
1693,2542094,F
1694,2593332,F
1695,1700059,T
1696,232701,T
1697,439272,F
1698,3271122,F
1699,767068,F
1700,2513408,F
1701,3225756,F
1702,1405330,F
1703,2774041,F
1704,2954780,F
1705,1729506,F
1706,3029663,T
1707,88768,F
1708,2035784,F
1709,1818779,F
1710,1090960,F
1711,1540354,F
1712,3146604,F
1713,2518043,T
1714,1177888,F
1715,3112861,F
1716,251272,F
1717,2020717,F
1718,2965253,F
1719,49931,F
